content,place,year,month,content_token
world track dangerous 2c since industrial revolution yet corporate lobbying groups blocking sciencebased laws 25 years stop ignoring time,India,2020,August,"['world', 'track', 'dangerous', '2c', 'since', 'industrial', 'revolution', 'yet', 'corporate', 'lobbying', 'groups', 'blocking', 'sciencebased', 'laws', '25', 'years', 'stop', 'ignoring', 'time']"
alhumdulilla proud b muslim nw bhakts calld animal lovr startd spewing venom bakra eiddear plant eatersmeat never gave oxygenmeat never gave shadeloss meat never caused warmingthen eat good plants amp trees try meat green,India,2020,July,"['alhumdulilla', 'proud', 'b', 'muslim', 'nw', 'bhakts', 'calld', 'animal', 'lovr', 'startd', 'spewing', 'venom', 'bakra', 'eiddear', 'plant', 'eatersmeat', 'never', 'gave', 'oxygenmeat', 'never', 'gave', 'shadeloss', 'meat', 'never', 'caused', 'warmingthen', 'eat', 'good', 'plants', 'amp', 'trees', 'try', 'meat', 'green']"
corona given chance reflect back terrible world going destroy anyway build new world wealth concentration unemployment prof muhammad yunus,India,2020,July,"['corona', 'given', 'chance', 'reflect', 'back', 'terrible', 'world', 'going', 'destroy', 'anyway', 'build', 'new', 'world', 'wealth', 'concentration', 'unemployment', 'prof', 'muhammad', 'yunus']"
back world wealth concentration artificial intelligence taking away jobs therell massive unemployment next decades going back suicidal covid given chance think newprof muhammad yunus,India,2020,July,"['back', 'world', 'wealth', 'concentration', 'artificial', 'intelligence', 'taking', 'away', 'jobs', 'therell', 'massive', 'unemployment', 'next', 'decades', 'going', 'back', 'suicidal', 'covid', 'given', 'chance', 'think', 'newprof', 'muhammad', 'yunus']"
emergency justice school strike extinction rebellion words translated somali common thoughts conversations answer serious trouble,India,2020,July,"['emergency', 'justice', 'school', 'strike', 'extinction', 'rebellion', 'words', 'translated', 'somali', 'common', 'thoughts', 'conversations', 'answer', 'serious', 'trouble']"
sir reason meltdown caused exhaust gases rafale thus rafale responsible next step liberals might take,India,2020,July,"['sir', 'reason', 'meltdown', 'caused', 'exhaust', 'gases', 'rafale', 'thus', 'rafale', 'responsible', 'next', 'step', 'liberals', 'might', 'take']"
glad completed robust training nine good days interactive learning relearning amp unlearning changea planet peril upping worrying disasters worsening conditions every aspect todays realities,India,2020,July,"['glad', 'completed', 'robust', 'training', 'nine', 'good', 'days', 'interactive', 'learning', 'relearning', 'amp', 'unlearning', 'changea', 'planet', 'peril', 'upping', 'worrying', 'disasters', 'worsening', 'conditions', 'every', 'aspect', 'todays', 'realities']"
one one food waste contributes water contamination make sure right amount food share extra one ways protect,India,2020,July,"['one', 'one', 'food', 'waste', 'contributes', 'water', 'contamination', 'make', 'sure', 'right', 'amount', 'food', 'share', 'extra', 'one', 'ways', 'protect']"
latika nath speaks importance conservation habitat warns time complacency renders call arms nation rise help stop impact,India,2020,July,"['latika', 'nath', 'speaks', 'importance', 'conservation', 'habitat', 'warns', 'time', 'complacency', 'renders', 'call', 'arms', 'nation', 'rise', 'help', 'stop', 'impact']"
tigers saviour forest important increase numbers increase jungle oxygen keeps coming n save earth drought etc,India,2020,July,"['tigers', 'saviour', 'forest', 'important', 'increase', 'numbers', 'increase', 'jungle', 'oxygen', 'keeps', 'coming', 'n', 'save', 'earth', 'drought', 'etc']"
would look like meltedthis series maps illustrates visually different earth would look ice planet melted,India,2020,July,"['would', 'look', 'like', 'meltedthis', 'series', 'maps', 'illustrates', 'visually', 'different', 'earth', 'would', 'look', 'ice', 'planet', 'melted']"
progress twentyfirst century anyone considers realist make environment top priority,India,2020,July,"['progress', 'twentyfirst', 'century', 'anyone', 'considers', 'realist', 'make', 'environment', 'top', 'priority']"
lets make new move towards making planet enriched greenery thus putting efforts conserve natural resources rather overexploiting,India,2020,July,"['lets', 'make', 'new', 'move', 'towards', 'making', 'planet', 'enriched', 'greenery', 'thus', 'putting', 'efforts', 'conserve', 'natural', 'resources', 'rather', 'overexploiting']"
trees natural air purifiersthey like safeguards protect earth air pollution lets pledge plant trees take care,India,2020,July,"['trees', 'natural', 'air', 'purifiersthey', 'like', 'safeguards', 'protect', 'earth', 'air', 'pollution', 'lets', 'pledge', 'plant', 'trees', 'take', 'care']"
unchanged unpopular opinion scam,India,2020,July,"['unchanged', 'unpopular', 'opinion', 'scam']"
fr,India,2020,July,['fr']
living catastrophic effects wanton destruction natural habitat time tighter norms regulations free access greedy corporate political nexuseslets join hand,India,2020,July,"['living', 'catastrophic', 'effects', 'wanton', 'destruction', 'natural', 'habitat', 'time', 'tighter', 'norms', 'regulations', 'free', 'access', 'greedy', 'corporate', 'political', 'nexuseslets', 'join', 'hand']"
update rains vanished last 6 days clearly visible,India,2020,July,"['update', 'rains', 'vanished', 'last', '6', 'days', 'clearly', 'visible']"
come nature,India,2020,July,"['come', 'nature']"
ha finally agreed read stuff living bjprss baitor one surprised blames bjprss heavy rains mumbaiamp finebut wasnt point read point wasbye,India,2020,July,"['ha', 'finally', 'agreed', 'read', 'stuff', 'living', 'bjprss', 'baitor', 'one', 'surprised', 'blames', 'bjprss', 'heavy', 'rains', 'mumbaiamp', 'finebut', 'wasnt', 'point', 'read', 'point', 'wasbye']"
back windshield 4,India,2020,July,"['back', 'windshield', '4']"
increasing tremendous rate time control saving electricity helpful measure control,India,2020,July,"['increasing', 'tremendous', 'rate', 'time', 'control', 'saving', 'electricity', 'helpful', 'measure', 'control']"
increasing tremendous rate time control saving electricity helpful measure control,India,2020,July,"['increasing', 'tremendous', 'rate', 'time', 'control', 'saving', 'electricity', 'helpful', 'measure', 'control']"
effect,India,2020,July,['effect']
search technology produce clouds clouds insufficient cool earth scientists ruled bestcase scenarios,India,2020,July,"['search', 'technology', 'produce', 'clouds', 'clouds', 'insufficient', 'cool', 'earth', 'scientists', 'ruled', 'bestcase', 'scenarios']"
simple words,India,2020,July,"['simple', 'words']"
women gods uno,India,2020,July,"['women', 'gods', 'uno']"
moving policies programs like minimum energy performance standards cooling action plans amp transformative initiatives like cool coalition offer chance slow improve lives hundreds millions,India,2020,July,"['moving', 'policies', 'programs', 'like', 'minimum', 'energy', 'performance', 'standards', 'cooling', 'action', 'plans', 'amp', 'transformative', 'initiatives', 'like', 'cool', 'coalition', 'offer', 'chance', 'slow', 'improve', 'lives', 'hundreds', 'millions']"
across siberian arctic made least 600 times likely humancaused,India,2020,July,"['across', 'siberian', 'arctic', 'made', 'least', '600', 'times', 'likely', 'humancaused']"
country contributing usacountry covid19 cases usacountry entitlement even uk literally controlled almost world one point usa12,India,2020,July,"['country', 'contributing', 'usacountry', 'covid19', 'cases', 'usacountry', 'entitlement', 'even', 'uk', 'literally', 'controlled', 'almost', 'world', 'one', 'point', 'usa12']"
aint got nothing,India,2020,July,"['aint', 'got', 'nothing']"
example failing control simply lack awareness also lack datadriven decisions innovative sustainable tech solutions place bein,India,2020,July,"['example', 'failing', 'control', 'simply', 'lack', 'awareness', 'also', 'lack', 'datadriven', 'decisions', 'innovative', 'sustainable', 'tech', 'solutions', 'place', 'bein']"
study states potential cotton bags thn 10 times impact bag reusable bags require material nd energy input disposable bags gives bigger environmental footprint whn comparing thm,India,2020,July,"['study', 'states', 'potential', 'cotton', 'bags', 'thn', '10', 'times', 'impact', 'bag', 'reusable', 'bags', 'require', 'material', 'nd', 'energy', 'input', 'disposable', 'bags', 'gives', 'bigger', 'environmental', 'footprint', 'whn', 'comparing', 'thm']"
showed among 10 affected last 20 years due,India,2020,July,"['showed', 'among', '10', 'affected', 'last', '20', 'years', 'due']"
excellent work carried visited assam meghalaya 2 years back lot thoughts share met prof hazarika assam agricultural university gave talk using trees reduce assam could seek carbon credit,India,2020,July,"['excellent', 'work', 'carried', 'visited', 'assam', 'meghalaya', '2', 'years', 'back', 'lot', 'thoughts', 'share', 'met', 'prof', 'hazarika', 'assam', 'agricultural', 'university', 'gave', 'talk', 'using', 'trees', 'reduce', 'assam', 'could', 'seek', 'carbon', 'credit']"
greatest threat planet belief someone else save,India,2020,July,"['greatest', 'threat', 'planet', 'belief', 'someone', 'else', 'save']"
together,India,2020,July,['together']
town verkhoyansk 3000 miles east would stand highest temperature since recordkeeping began 1885,India,2020,July,"['town', 'verkhoyansk', '3000', 'miles', 'east', 'would', 'stand', 'highest', 'temperature', 'since', 'recordkeeping', 'began', '1885']"
2020 beginning wakeup,India,2020,July,"['2020', 'beginning', 'wakeup']"
tree,India,2020,July,['tree']
known,India,2020,July,['known']
think planting least one tree every house mandatory,India,2020,July,"['think', 'planting', 'least', 'one', 'tree', 'every', 'house', 'mandatory']"
air pollution amp changeclimate another consequence warmingwhen temperature planet increases disturbance usual climatic cycles accelerating changes cycles evident way,India,2020,July,"['air', 'pollution', 'amp', 'changeclimate', 'another', 'consequence', 'warmingwhen', 'temperature', 'planet', 'increases', 'disturbance', 'usual', 'climatic', 'cycles', 'accelerating', 'changes', 'cycles', 'evident', 'way']"
direct consequence greenhouse effect produced high emission co2and methane atmosphere emissions produced industry remedied social responsibility action companiesampfactories,India,2020,July,"['direct', 'consequence', 'greenhouse', 'effect', 'produced', 'high', 'emission', 'co2and', 'methane', 'atmosphere', 'emissions', 'produced', 'industry', 'remedied', 'social', 'responsibility', 'action', 'companiesampfactories']"
standing crossroads already warmed 11c since,India,2020,July,"['standing', 'crossroads', 'already', 'warmed', '11c', 'since']"
beautiful rainwater homes,India,2020,July,"['beautiful', 'rainwater', 'homes']"
emissions 9 early 2000s latest findings human activity responsible 50 agriculture makes 23rds fossil fuels contribute rest,India,2020,July,"['emissions', '9', 'early', '2000s', 'latest', 'findings', 'human', 'activity', 'responsible', '50', 'agriculture', 'makes', '23rds', 'fossil', 'fuels', 'contribute', 'rest']"
studied causes anti dam,India,2020,July,"['studied', 'causes', 'anti', 'dam']"
travelled 3 states assam meghalaya dibrugarh area proud kind people poor sell produce made many friends 2 weeks travel spreading work using trees fight,India,2020,July,"['travelled', '3', 'states', 'assam', 'meghalaya', 'dibrugarh', 'area', 'proud', 'kind', 'people', 'poor', 'sell', 'produce', 'made', 'many', 'friends', '2', 'weeks', 'travel', 'spreading', 'work', 'using', 'trees', 'fight']"
mysterious pink alps sparks fears accelerated,India,2020,July,"['mysterious', 'pink', 'alps', 'sparks', 'fears', 'accelerated']"
ongoing rise average temperature earths system,India,2020,July,"['ongoing', 'rise', 'average', 'temperature', 'earths', 'system']"
ongoing rise average temperature earths system,India,2020,July,"['ongoing', 'rise', 'average', 'temperature', 'earths', 'system']"
ongoing rise average temperature earths system,India,2020,July,"['ongoing', 'rise', 'average', 'temperature', 'earths', 'system']"
nudes contributed hot hshshs jk,India,2020,July,"['nudes', 'contributed', 'hot', 'hshshs', 'jk']"
alhamdolillah 4 plants conocarpus erectus planted start day today 67 planted earlier growing rapidlydetermined ghelets develop friendly ecosystem,India,2020,July,"['alhamdolillah', '4', 'plants', 'conocarpus', 'erectus', 'planted', 'start', 'day', 'today', '67', 'planted', 'earlier', 'growing', 'rapidlydetermined', 'ghelets', 'develop', 'friendly', 'ecosystem']"
every vertical inch sealevel rise moves ocean 50 100 inches inland follow official,India,2020,July,"['every', 'vertical', 'inch', 'sealevel', 'rise', 'moves', 'ocean', '50', '100', 'inches', 'inland', 'follow', 'official']"
indias passionate rainwater company vardhman envirotech favourite comes rainwater harvesting,India,2020,July,"['indias', 'passionate', 'rainwater', 'company', 'vardhman', 'envirotech', 'favourite', 'comes', 'rainwater', 'harvesting']"
monsoon indian subcontinent performing weakly last 15 years north india reason,India,2020,July,"['monsoon', 'indian', 'subcontinent', 'performing', 'weakly', 'last', '15', 'years', 'north', 'india', 'reason']"
corona temporaryglobal permanentso wise amp adopt solarits fuel tomorrow website,India,2020,July,"['corona', 'temporaryglobal', 'permanentso', 'wise', 'amp', 'adopt', 'solarits', 'fuel', 'tomorrow', 'website']"
challenging times brand going saviour,India,2020,July,"['challenging', 'times', 'brand', 'going', 'saviour']"
interested either mandir proved interested education healthcare bhut issue jinke bare mhme sochna chahiye aur rhi bat turkey ki bhut acche se pade h sab kuch,India,2020,July,"['interested', 'either', 'mandir', 'proved', 'interested', 'education', 'healthcare', 'bhut', 'issue', 'jinke', 'bare', 'mhme', 'sochna', 'chahiye', 'aur', 'rhi', 'bat', 'turkey', 'ki', 'bhut', 'acche', 'se', 'pade', 'h', 'sab', 'kuch']"
annual treeplanting festival indiathis movement initiated year 1650 indias union minister agriculture planting trees reduces pollution prevent,India,2020,July,"['annual', 'treeplanting', 'festival', 'indiathis', 'movement', 'initiated', 'year', '1650', 'indias', 'union', 'minister', 'agriculture', 'planting', 'trees', 'reduces', 'pollution', 'prevent']"
needs stop clear enough something else needs trigger downfall,India,2020,July,"['needs', 'stop', 'clear', 'enough', 'something', 'else', 'needs', 'trigger', 'downfall']"
ms rona result,India,2020,July,"['ms', 'rona', 'result']"
saint dr ji taught lesson humanity devotees planting saplings reduce effect earth provide fresh air shade upcoming generations,India,2020,July,"['saint', 'dr', 'ji', 'taught', 'lesson', 'humanity', 'devotees', 'planting', 'saplings', 'reduce', 'effect', 'earth', 'provide', 'fresh', 'air', 'shade', 'upcoming', 'generations']"
li initiative 2 plant 135 crore saplings remove near 135 crore kg carbon dioxide grow daily years burden wateramp earth resources could b reduced trimming using energy generation reduce,India,2020,July,"['li', 'initiative', '2', 'plant', '135', 'crore', 'saplings', 'remove', 'near', '135', 'crore', 'kg', 'carbon', 'dioxide', 'grow', 'daily', 'years', 'burden', 'wateramp', 'earth', 'resources', 'could', 'b', 'reduced', 'trimming', 'using', 'energy', 'generation', 'reduce']"
maldives lowest lying nation earth held worlds first underwater cabinet meeting october 17 2009 highlight threat,India,2020,July,"['maldives', 'lowest', 'lying', 'nation', 'earth', 'held', 'worlds', 'first', 'underwater', 'cabinet', 'meeting', 'october', '17', '2009', 'highlight', 'threat']"
day day overpopulation becoming concerndue rapid depletion natural resources also becoming reason increasing lets pledge follow principle one one,India,2020,July,"['day', 'day', 'overpopulation', 'becoming', 'concerndue', 'rapid', 'depletion', 'natural', 'resources', 'also', 'becoming', 'reason', 'increasing', 'lets', 'pledge', 'follow', 'principle', 'one', 'one']"
today world population day idea behind commemoration draw focus population issues importance family planning,India,2020,July,"['today', 'world', 'population', 'day', 'idea', 'behind', 'commemoration', 'draw', 'focus', 'population', 'issues', 'importance', 'family', 'planning']"
support iranian handwoven carpets world,India,2020,July,"['support', 'iranian', 'handwoven', 'carpets', 'world']"
support iranian handwoven carpets world,India,2020,July,"['support', 'iranian', 'handwoven', 'carpets', 'world']"
support iranian handwoven carpets world,India,2020,July,"['support', 'iranian', 'handwoven', 'carpets', 'world']"
imagine raging pandemic cannot unite humankind chance havelook around youhow serious r people abt thr safety also abt others r leaders behaving think collectively fight stupiditythink,India,2020,July,"['imagine', 'raging', 'pandemic', 'can', 'not', 'unite', 'humankind', 'chance', 'havelook', 'around', 'youhow', 'serious', 'r', 'people', 'abt', 'thr', 'safety', 'also', 'abt', 'others', 'r', 'leaders', 'behaving', 'think', 'collectively', 'fight', 'stupiditythink']"
citizen madhya pradesh big thank beloved honorable prime minister india ji dedicate asia largest plant welfare madhya pradesh states big step towards control,India,2020,July,"['citizen', 'madhya', 'pradesh', 'big', 'thank', 'beloved', 'honorable', 'prime', 'minister', 'india', 'ji', 'dedicate', 'asia', 'largest', 'plant', 'welfare', 'madhya', 'pradesh', 'states', 'big', 'step', 'towards', 'control']"
says control population environment,India,2020,July,"['says', 'control', 'population', 'environment']"
okay gloom doom floods cities,India,2020,July,"['okay', 'gloom', 'doom', 'floods', 'cities']"
earth floods swimmers rule world,India,2020,July,"['earth', 'floods', 'swimmers', 'rule', 'world']"
overexaggerated blind fools click view full magazine,India,2020,July,"['overexaggerated', 'blind', 'fools', 'click', 'view', 'full', 'magazine']"
,India,2020,July,[]
support iranian handwoven carpets world,India,2020,July,"['support', 'iranian', 'handwoven', 'carpets', 'world']"
boosting animal husbandry commodifies animal increase violence push threats earlier make suitable environment pandemics would hurt lowest strata society first,India,2020,July,"['boosting', 'animal', 'husbandry', 'commodifies', 'animal', 'increase', 'violence', 'push', 'threats', 'earlier', 'make', 'suitable', 'environment', 'pandemics', 'would', 'hurt', 'lowest', 'strata', 'society', 'first']"
sir meat production hv grown 260 last fifty years major reason calamities deforestation air water amp soil contaminationencroaching forest similar misadventurewho says,India,2020,July,"['sir', 'meat', 'production', 'hv', 'grown', '260', 'last', 'fifty', 'years', 'major', 'reason', 'calamities', 'deforestation', 'air', 'water', 'amp', 'soil', 'contaminationencroaching', 'forest', 'similar', 'misadventurewho', 'says']"
unique opportunity act big way live time,India,2020,July,"['unique', 'opportunity', 'act', 'big', 'way', 'live', 'time']"
one would choose choose kindness make earth better place live,India,2020,July,"['one', 'would', 'choose', 'choose', 'kindness', 'make', 'earth', 'better', 'place', 'live']"
class iiis learnt problems earth facing due science pbl lesson discussed human activitiesgenerated solutions ideate phase earths doctor jamboardlater used linoit feedback,India,2020,July,"['class', 'iiis', 'learnt', 'problems', 'earth', 'facing', 'due', 'science', 'pbl', 'lesson', 'discussed', 'human', 'activitiesgenerated', 'solutions', 'ideate', 'phase', 'earths', 'doctor', 'jamboardlater', 'used', 'linoit', 'feedback']"
chamcha crime disposable plastic ka chamcha criminalsaala karta hai,India,2020,July,"['chamcha', 'crime', 'disposable', 'plastic', 'ka', 'chamcha', 'criminalsaala', 'karta', 'hai']"
believe trump,India,2020,July,"['believe', 'trump']"
person help overcome make planet cooler,India,2020,July,"['person', 'help', 'overcome', 'make', 'planet', 'cooler']"
class iiis learned science pbl lesson brainstormed challenges earth facing poppletlaterthey filled kwhl sheet amp gave feedback linoit followed quiz,India,2020,July,"['class', 'iiis', 'learned', 'science', 'pbl', 'lesson', 'brainstormed', 'challenges', 'earth', 'facing', 'poppletlaterthey', 'filled', 'kwhl', 'sheet', 'amp', 'gave', 'feedback', 'linoit', 'followed', 'quiz']"
beautiful clouds arent look closer inconvenient truth shit killing five million people year die effects,India,2020,July,"['beautiful', 'clouds', 'arent', 'look', 'closer', 'inconvenient', 'truth', 'shit', 'killing', 'five', 'million', 'people', 'year', 'die', 'effects']"
make russia even great vastness green fields sufficiency fresh water,India,2020,July,"['make', 'russia', 'even', 'great', 'vastness', 'green', 'fields', 'sufficiency', 'fresh', 'water']"
citizens focus capitalism root problem discuss major ecosystems collapsing passes 15 0c threshold amp thrusts abruptly world heat waves water crises ampfood shortages,India,2020,July,"['citizens', 'focus', 'capitalism', 'root', 'problem', 'discuss', 'major', 'ecosystems', 'collapsing', 'passes', '15', '0c', 'threshold', 'amp', 'thrusts', 'abruptly', 'world', 'heat', 'waves', 'water', 'crises', 'ampfood', 'shortages']"
coffee production shrinking weather strange strange things come didnt farmers across south america asia africa watching coffee plants dwindle droughts downpours pests attack crops result,India,2020,July,"['coffee', 'production', 'shrinking', 'weather', 'strange', 'strange', 'things', 'come', 'didnt', 'farmers', 'across', 'south', 'america', 'asia', 'africa', 'watching', 'coffee', 'plants', 'dwindle', 'droughts', 'downpours', 'pests', 'attack', 'crops', 'result']"
rupal hot one day today increased huh,India,2020,July,"['rupal', 'hot', 'one', 'day', 'today', 'increased', 'huh']"
rupal increasing think,India,2020,July,"['rupal', 'increasing', 'think']"
theme international day cooperatives 2020this year theme cooperatives action chosen address threat greenhouse gas emissions support sustainable development goal sdg 13 action,India,2020,July,"['theme', 'international', 'day', 'cooperatives', '2020this', 'year', 'theme', 'cooperatives', 'action', 'chosen', 'address', 'threat', 'greenhouse', 'gas', 'emissions', 'support', 'sustainable', 'development', 'goal', 'sdg', '13', 'action']"
cool made hot,India,2020,July,"['cool', 'made', 'hot']"
think terms decades growing loom large,India,2020,July,"['think', 'terms', 'decades', 'growing', 'loom', 'large']"
attention,India,2020,July,['attention']
bandal neither two gave pearls wisdom inundated messages due love affection whatever says feels less actual,India,2020,July,"['bandal', 'neither', 'two', 'gave', 'pearls', 'wisdom', 'inundated', 'messages', 'due', 'love', 'affection', 'whatever', 'says', 'feels', 'less', 'actual']"
gone days people would want time stop insteadwe suffer giving luxuries right save inevitable sufferings future,India,2020,July,"['gone', 'days', 'people', 'would', 'want', 'time', 'stop', 'insteadwe', 'suffer', 'giving', 'luxuries', 'right', 'save', 'inevitable', 'sufferings', 'future']"
like e vehicles save repost chndn ranchi savereservation saintrampalji,India,2020,July,"['like', 'e', 'vehicles', 'save', 'repost', 'chndn', 'ranchi', 'savereservation', 'saintrampalji']"
like e vehicles save repost imchndn photo,India,2020,July,"['like', 'e', 'vehicles', 'save', 'repost', 'imchndn', 'photo']"
seeing mess 5 decade really scared whats come shit real,India,2020,July,"['seeing', 'mess', '5', 'decade', 'really', 'scared', 'whats', 'come', 'shit', 'real']"
think people treating waymy bf avi amp project reverse time eatdrinkthinktalk crisis arent others similarly inclinedyour thoughts22,India,2020,July,"['think', 'people', 'treating', 'waymy', 'bf', 'avi', 'amp', 'project', 'reverse', 'time', 'eatdrinkthinktalk', 'crisis', 'arent', 'others', 'similarly', 'inclinedyour', 'thoughts22']"
think people treating waymy bf avi amp project reverse time eatdrinkthinktalk crisis arent others similarly inclinedyour thoughts22,India,2020,July,"['think', 'people', 'treating', 'waymy', 'bf', 'avi', 'amp', 'project', 'reverse', 'time', 'eatdrinkthinktalk', 'crisis', 'arent', 'others', 'similarly', 'inclinedyour', 'thoughts22']"
think people treating waymy bf avi amp project reverse time eatdrinkthinktalk crisis arent others similarly inclinedyour thoughts22,India,2020,July,"['think', 'people', 'treating', 'waymy', 'bf', 'avi', 'amp', 'project', 'reverse', 'time', 'eatdrinkthinktalk', 'crisis', 'arent', 'others', 'similarly', 'inclinedyour', 'thoughts22']"
vash carbontiptoes thunter aashi short term combat heat waves long term evenfight,India,2020,July,"['vash', 'carbontiptoes', 'thunter', 'aashi', 'short', 'term', 'combat', 'heat', 'waves', 'long', 'term', 'evenfight']"
democracy survive benefit mankind india well world in21st century develop dialogue civilization clash civilization era,India,2020,July,"['democracy', 'survive', 'benefit', 'mankind', 'india', 'well', 'world', 'in21st', 'century', 'develop', 'dialogue', 'civilization', 'clash', 'civilization', 'era']"
time,India,2020,July,['time']
yes save environment v vegetarian n culture also n benefit vegetarian vegetarian v save animals life n,India,2020,July,"['yes', 'save', 'environment', 'v', 'vegetarian', 'n', 'culture', 'also', 'n', 'benefit', 'vegetarian', 'vegetarian', 'v', 'save', 'animals', 'life', 'n']"
grovewe implement concept grove everywhere minimise warminggrove basically referred group trees grow close together without bushes unwanted plants,India,2020,June,"['grovewe', 'implement', 'concept', 'grove', 'everywhere', 'minimise', 'warminggrove', 'basically', 'referred', 'group', 'trees', 'grow', 'close', 'together', 'without', 'bushes', 'unwanted', 'plants']"
feels end world already war famine extinction feels like horror movie already,India,2020,June,"['feels', 'end', 'world', 'already', 'war', 'famine', 'extinction', 'feels', 'like', 'horror', 'movie', 'already']"
unexpected snow mid summer blame,India,2020,June,"['unexpected', 'snow', 'mid', 'summer', 'blame']"
rathee bhaiya please make video environment,India,2020,June,"['rathee', 'bhaiya', 'please', 'make', 'video', 'environment']"
someone tell please shut mean big attention seeking person fyi arent one raising voice last time targeted didnt work shes,India,2020,June,"['someone', 'tell', 'please', 'shut', 'mean', 'big', 'attention', 'seeking', 'person', 'fyi', 'arent', 'one', 'raising', 'voice', 'last', 'time', 'targeted', 'didnt', 'work', 'shes']"
contrast worlds richest man would like reduce stop even wont able far complex,India,2020,June,"['contrast', 'worlds', 'richest', 'man', 'would', 'like', 'reduce', 'stop', 'even', 'wont', 'able', 'far', 'complex']"
hand blind well invisible left devices fail anything threat dangerous potential,India,2020,June,"['hand', 'blind', 'well', 'invisible', 'left', 'devices', 'fail', 'anything', 'threat', 'dangerous', 'potential']"
17th july 1912,India,2020,June,"['17th', 'july', '1912']"
people think co2 accumulation wearing mask would kill real stupid people,India,2020,June,"['people', 'think', 'co2', 'accumulation', 'wearing', 'mask', 'would', 'kill', 'real', 'stupid', 'people']"
protect forests reduce,India,2020,June,"['protect', 'forests', 'reduce']"
cities trying avert gridlock,India,2020,June,"['cities', 'trying', 'avert', 'gridlock']"
haha bit stir,India,2020,June,"['haha', 'bit', 'stir']"
going significant increase energydemand next 20 years oil gas likely remainprominent fuels energy basket also important take care ofchallenges arising,India,2020,June,"['going', 'significant', 'increase', 'energydemand', 'next', '20', 'years', 'oil', 'gas', 'likely', 'remainprominent', 'fuels', 'energy', 'basket', 'also', 'important', 'take', 'care', 'ofchallenges', 'arising']"
shows rising decades,India,2020,June,"['shows', 'rising', 'decades']"
challenge poses greater threat future gen already led various environmental issues like water crisis increasing pollution levels forest fireswe bit amp need reform,India,2020,June,"['challenge', 'poses', 'greater', 'threat', 'future', 'gen', 'already', 'led', 'various', 'environmental', 'issues', 'like', 'water', 'crisis', 'increasing', 'pollution', 'levels', 'forest', 'fireswe', 'bit', 'amp', 'need', 'reform']"
interesting,India,2020,June,['interesting']
linked serious landmark study finds,India,2020,June,"['linked', 'serious', 'landmark', 'study', 'finds']"
two degree away catastropheif rate continues well reach threshold permanent environmental damage within 40 years work groundright,India,2020,June,"['two', 'degree', 'away', 'catastropheif', 'rate', 'continues', 'well', 'reach', 'threshold', 'permanent', 'environmental', 'damage', 'within', '40', 'years', 'work', 'groundright']"
world entering covid19 cyclones earthquakes need different set fairytales,India,2020,June,"['world', 'entering', 'covid19', 'cyclones', 'earthquakes', 'need', 'different', 'set', 'fairytales']"
eia reveals careless noncautious policymakers environment please develop understanding nature,India,2020,June,"['eia', 'reveals', 'careless', 'noncautious', 'policymakers', 'environment', 'please', 'develop', 'understanding', 'nature']"
primetime promoting animal farming amp crying short supply buffalo meat evidence never educate people perils shame learn greed driving edge,India,2020,June,"['primetime', 'promoting', 'animal', 'farming', 'amp', 'crying', 'short', 'supply', 'buffalo', 'meat', 'evidence', 'never', 'educate', 'people', 'perils', 'shame', 'learn', 'greed', 'driving', 'edge']"
technique helps increase green cover planet without involving much labour time amp investment amp fun age group lets join hands amp fun,India,2020,June,"['technique', 'helps', 'increase', 'green', 'cover', 'planet', 'without', 'involving', 'much', 'labour', 'time', 'amp', 'investment', 'amp', 'fun', 'age', 'group', 'lets', 'join', 'hands', 'amp', 'fun']"
good 2 green landscape government bodies 2be serious issues otherwise days r far earth finished appx 3 months lockdown given ample proof 2 deal subject wishing australian friends plentiful rain,India,2020,June,"['good', '2', 'green', 'landscape', 'government', 'bodies', '2be', 'serious', 'issues', 'otherwise', 'days', 'r', 'far', 'earth', 'finished', 'appx', '3', 'months', 'lockdown', 'given', 'ample', 'proof', '2', 'deal', 'subject', 'wishing', 'australian', 'friends', 'plentiful', 'rain']"
aashi rapidly increasing temperatures result humancaused,India,2020,June,"['aashi', 'rapidly', 'increasing', 'temperatures', 'result', 'humancaused']"
contact 917728058028 919887900369,India,2020,June,"['contact', '917728058028', '919887900369']"
begins today myth,India,2020,June,"['begins', 'today', 'myth']"
electric,India,2020,June,['electric']
hi lights broad daylight requested outlet manager shut brand guideline rules please huge waste electricity requested,India,2020,June,"['hi', 'lights', 'broad', 'daylight', 'requested', 'outlet', 'manager', 'shut', 'brand', 'guideline', 'rules', 'please', 'huge', 'waste', 'electricity', 'requested']"
also big difference risks progress slowly like potentially fast ones like hard ai takeoff,India,2020,June,"['also', 'big', 'difference', 'risks', 'progress', 'slowly', 'like', 'potentially', 'fast', 'ones', 'like', 'hard', 'ai', 'takeoff']"
concentrating creating green belagavi provide good oxygen hub prevent respi prob counter attack need sincere support local people finally reached step termination thx kfd,India,2020,June,"['concentrating', 'creating', 'green', 'belagavi', 'provide', 'good', 'oxygen', 'hub', 'prevent', 'respi', 'prob', 'counter', 'attack', 'need', 'sincere', 'support', 'local', 'people', 'finally', 'reached', 'step', 'termination', 'thx', 'kfd']"
