content,place,year,month
"Yes it's 15th March
Yes it's #Ahmedabad 
it is already 10 am and yet the ceiling fan is not required.

#GlobalWarming anyone?",India,2019,March
"@BDUTT India's problem is the arrogant BJP govt.Just because thy want to win elections thy can drag country 2war.
Doesn't matter hw many people suffer with that.
All they want is divert the attention from travelling invisible PM.
Who says there is no global warming 
We are getting old",India,2019,March
5th month and its freezing cold. Where the hell is Global Warming?,India,2019,March
"@GretaThunberg Have you also accounted for the fact that the reason, in spite of technologies such as solar panels and bio fuels being adopted, for the #globalwarming could be too many people on earth and moreso unequally dispersed?  #loudthinking 
https://t.co/E0WBEAu6LQ",India,2019,March
"Really ? Is he supporting #globalwarming by #driving #oil #guzzler Switch to #electric #ev pluginindia @mahindrareva #instapost #instaposts #latenightpost #environment @ Ponda, Goa https://t.co/rXJRiXMOmq",India,2019,March
"Wake up call for the region, most polluted cities of the world are in Asia.
#pollution #Globalwarming https://t.co/aA2AT6WHx3",India,2019,March
"Severe #watershortage coming up across #india - any minister spoken about it? Warned us? Shared plan B? Asked us not to waste water on #Holi? u think they care for anything other than #votes? Wake up! It's our future, ours to.keep @IndiaGreenWild ! #GlobalWarming #climatechange",India,2019,March
"Why go to school if the future is destroyed?
15 March is the global day of school strikes against global warming.  
Together for our future!
@GretaThunberg @deespeak @TandonRaveena @VishalDadlani @RandeepHooda #ClimateStrike #schoolstrike4climate #climateaction https://t.co/YHv12R8nyi",India,2019,March
“I was cool – until global warming made me hot.” https://t.co/BDv325nPAD,India,2019,March
"Keep an eye @narendramodi 's election campaign: how many balloons, packaged water bottles, plastic (flags, festoons, cutouts, masks) and flex banners &amp; backdrops will the winner of the #ChampionsOfEarth by @UNEnvironment be discarding in 2 months? #globalwarming #climatechange https://t.co/zEpz0gHNFg",India,2019,March
global warming is a real thing sis,India,2019,March
"These Deers are thirsty &amp; r searching for food.

Global Warming, Drought.

Need immediate action near all deer zones. 
@drharshvardhan @ParveenKaswan @koushikdas47 @_AnimalAdvocate  @pramodchandrase @wildearthpets https://t.co/ZaPlIpXSRo",India,2019,March
@adarsh_938 @abhi456771 @spectatorindex but not a very healthy source of protein it comes with long term health costs besides significantly contributing to global warming,India,2019,March
"Murdoch good points but ... NBN: it should've been done properly (original plan), and it should be finished; it's the practical prelude to the evolution of mobile. 
Global warming: we need to STOP adding to it, so it can maintain its natural balance.

https://t.co/8cQYTm5SIv",India,2019,March
@filmy_foodie Now they will blame India for Global warming caused due to the airstrikes,India,2019,March
@abhi456771 @spectatorindex meat consumption is also a big contributor to global warming,India,2019,March
@IndianExpress Good for the global warming.,India,2019,March
"America’s Light Bulb Revolution https://t.co/DrVDRY4khJ

Typical industry versus regulatory agency policy dilemma explained clearly here...

#energyefficiency #lighting #homes #USA #electricityconsumption #globalwarming #climatechange #standards #industrylobbying #government",India,2019,March
#SaveAravali is Not A Trend Its #GreenEnvoiment Save Residents From #GlobalWarming  @I_Am_Gurgaon @gurgaon_live @Gurgaon_Tweets @htTweets Its A Revolution Govt Ask To Plant Tree Why @BJP4Haryana @bjp4gurugram Intentionally Wants To Ruin The #Aravali Humble Req Nt 2 Touch #Aravali https://t.co/m8wxGvrWlx,India,2019,March
"@theskindoctor13 @ReallySwara Ventral.. called ventral  advertising. That's what I can gather? Actually, it is good as the advertisement can move around. A single advertisement would have greater coverage-mobile..minimising global warming..lesser Carbon footprint etc. Such persons should get Carbon credits",India,2019,March
"Volkswagen cheating spree continues after #USA #UnitedKingdom now it's #India history sheeter #Volkswagen doesn't care about the #environnement &amp; #GlobalWarming
https://t.co/8oJ8WVx7qr",India,2019,March
"Where will it stop?
.
.
.
.
.
#science #earth #globalwarming #globalwarmingisreal #deforestation #industrialization #saveearth #planttrees #greenearth #saveenvironment #life #humanrace #humanity #wildlife #comicscience #digitalart #comicartist #digital_art #webcomics #webcomic https://t.co/UgilJYlo5C",India,2019,March
"This is what makes talks around global warming even more important because what's seemingly small to the eye, is in fact a huge threat to lifeforms. 

So, believer or non-believer, what's it going to be? #climatechange",India,2019,March
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/XVM3JwalLT",India,2019,March
That's basically a propaganda that havans cause pollution and global warming or whatever it is called now https://t.co/4nIRBvQuGG,India,2019,March
"Thought Of The Day.

#Thoughtoftheday.
#Greenwall #neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #zerowaste #globalwarming #icare #trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/JcXKETgdTT",India,2019,March
"Happiness is when you save Rain. 
#rainwater #groundwater #water #savewater #everydropcounts #SaveLife #GlobalGoals #NoWalking4Water #WaterCrisis #BeTheChange #globalwarming #rainwaterharvesting #SaveLife #WaterCrisis #saveearth #rain #energy #buildingconstruction #architecture https://t.co/zai1lIqkC5",India,2019,March
*but there's no such thing as global warming* https://t.co/d9iiGd8ddp,India,2019,March
2k19 Global warming #Warning. https://t.co/zSAU9dDFxX,India,2019,March
"I would plant more trees - I wouldn't want global warming to get the better of me any day.
#PowerOf18 @ACJIndia",India,2019,March
Rainwater Reuse and Recharge. #rainwater #groundwater #water #savewater #everydropcounts #SaveLife #GlobalGoals #NoWalking4Water #WaterCrisis #BeTheChange #globalwarming #rainwaterharvesting #SaveLife #WaterCrisis #saveearth #rain #energy https://t.co/RsUqjx3v0s,India,2019,March
"@Rezhasan Bengalis are considered 2 b among the most educated cultured and logical lot, &amp; not without reason. Whether due to global warming or some unnatural factor , there's sudden rise of a weed type, though insignificant in number, intense enough to change the historic perception",India,2019,March
Just wow!! #frozenhouse #climatechange #globalwarming https://t.co/lzRChsshTf,India,2019,March
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/bhygKfgNcB",India,2019,March
"Thought Of The Day.

#Thoughtoftheday.
#Greenwall #neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #zerowaste #globalwarming #icare #trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/6xz5Orglf1",India,2019,March
Al Arabiya shows global warming impact in augmented reality https://t.co/NJO1YuUJ2E,India,2019,March
"Those who believe Global warming is a hoax - please note. 

Hum nahin badle, humne climate badal diya. Agar hum ab bhi nahin badle to vinash nischit hai. https://t.co/q3088hS3YH",India,2019,March
I feel so much better now that I’ve realized global warming is going to drown us or engulf us in flames so soon that I actually don’t have to pay back my student loans ha!,India,2019,March
"So being that global warming is gonna wipe us out in a couple of decades, I’m gonna start on my end of the world bucket list pls share reccs",India,2019,March
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/yc9TOxMEN6",India,2019,March
"This is good news amid global warming
After all that news so alarming
Now to tackle climate change
In all its dimensions and range
And make the planet all the more charming! https://t.co/eZlhRHJe9l",India,2019,March
@SabeenGeopol I think he is referring towards global warming but unfortunately that's not going away anytime soon. So I guess no ground invasion in near or distant future...,India,2019,March
@myqueries137 @IndiaPostOffice @IndiaPostage @IndiaPost_News @KochTimes @KeralaTourism @CMOKerala @WeAreTrivandrum @UberEats @swiggy_in @ZomatoIN @amazonIN @Flipkart @myntra Every year its like this... But we are yet to accept this is what is called global warming.,India,2019,March
"Went to buy milk but couldn't get it as the stock was over. People bought all the milk just to waste milk. Religion needs to evolve with time. #Mahashivratri shenanigans
#Bholenath doesn't want milk. Rather saving Himalayan glacier from global warming will be a better offering.",India,2019,March
@psubatman @genesiaalves It's March in Bangalore and AC is on full night. Has Bombay become Bangalore ans Bangalore become Bombay or are we all global warming fraands,India,2019,March
Where is the total letter head? Saving paper or digital print leading to global warming or whatever it is called now? https://t.co/u6Wwj3dmVO,India,2019,March
"Threat of global warming, we must protect our climate and take action accordingly . https://t.co/2UuJUrRR3w",India,2019,March
it could be a global warming. .we should sav marine life# lifetime https://t.co/8cn9pEi6sr,India,2019,March
"Global warming?
.
.
.
Taxi through the streets of Bangkok. 
.
.
.
What does this picture say to you?. Comment below!
.
.
.

📍Bangkok, Thailand… https://t.co/gA73C6CWaI",India,2019,March
@Bhayankur @MehekF ed manner by the airforce.  Our feku has the habit of poking his nose in every matter even though his 1Q &amp; knowledge is zero. Remember his speech on global warming ?,India,2019,March
"Amit Doshi, Among Fifty Manufacturing Innovative Leader; World Innovation Congress https://t.co/q8s26PUMfk #Innovation #rainwater #groundwater #water #savewater #everydropcounts #SaveLife #GlobalGoals #NoWalking4Water #WaterCrisis #BeTheChange #globalwarming #rainwaterharvesting",India,2019,March
90% of black skin ladies few years ago are now light skinned despite global warming.,India,2019,March
"It's 32 degrees celcius outside and all I want is to teleport to this heaven and literally cool myself down.
I can't function in this heat and it's only March. If this isn't #globalwarming… https://t.co/TokWyVnesD",India,2019,March
"1. He didn’t deny global warming exists.
2. He didn’t insult specially abled people by calling them Divyang, in fact he coined a better term in Hindi rather than using insulting word Apang.
3. He referred to Balakot strike when he said pilot ptoject.
4. He didn’t mock dyslexia. https://t.co/cy54XR91be",India,2019,March
"Adding to this: Glaciers will deplete fast if the world failed to tackle the challenge of global warming and the planet will become unlivable for the future generations.

#NestleCleanGreenPK",India,2019,March
"It was back in October 2018 that Prime Minister @ImranKhanPTI kicked off a countrywide 'Clean Green Pakistan' drive to tackle the challenges of rising pollution and global warming and with a resolve to create a Pakistan ""even cleaner than Europe"".
#NestleCleanGreenPK",India,2019,March
"We as a nation are facing a lot of global issues which include deforestation resulting in to global warming, pollution. #NestleCleanGreenPK",India,2019,March
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/fRFjkeWrZa",India,2019,March
"@techinsider ""Scientists predict the Great Blue Hole won't be around forever to explore""

➡The ☀ is not far away when the raising sea🌊 engulfs the 🌎
👽explore it 🤔💭 how the senseless humans destroyed their 💓 Earth, once it was!
#GlobalWarming
#climatechange 
https://t.co/LwydFA1hj1",India,2019,March
"Happiness in your tank, Rain.  #rainwater #groundwater #water #savewater #everydropcounts #SaveLife #GlobalGoals #NoWalking4Water #WaterCrisis #BeTheChange #globalwarming #rainwaterharvesting #SaveLife #WaterCrisis #saveearth #rain #energy #buildingconstruction #architecture https://t.co/pfIVrBh8vz",India,2019,March
@bjp4Haryana For People &amp; To Curb #GlobalWarming If @Bjp4india Will Harm The Credibilty at Large What Gain @mlkhattar @cmohry @ulbohry @narendramodi #InternationallySpread Issue Nt a Time To provoke If #GovtofHry Got System Citizens have @UNEnvironment &amp; #Samaaj At Large https://t.co/91jfY84yJW,India,2019,March
"He denied global warming exists.
He insulted specially-abled people by calling them ‘Divyang’.
He joked about Indian pilot in enemy captivity as ‘pilot project’. 
Now he is mocking dyslexia and people suffering from it to target a political opponent.
Who is this insensitive man ?",India,2019,March
Yes Noice pollution but also unavailability of safe nesting space and high temperature due to global warming are some major threat for birds. #WorldWildlifeDay2019 #WorldWildlifeDay https://t.co/VZeHugO5h7,India,2019,March
Connect the Right dots with Rain ! #rainwater #groundwater #water #savewater #everydropcounts #SaveLife #GlobalGoals #NoWalking4Water #WaterCrisis #BeTheChange #globalwarming #rainwaterharvesting #SaveLife #WaterCrisis #saveearth #rain #energy #buildingconstruction #architecture https://t.co/JTrW8ALp1T,India,2019,March
I Was Born Cool😎but Global Warming Made Me Hot🔥 @ Katras https://t.co/cTjtfGmhzT,India,2019,March
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/aYxX6CUj6Q",India,2019,March
"Global warming is real! 
March rains ☔ https://t.co/oIxcqh7Azl",India,2019,March
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/4yOL9ulNUw",India,2019,March
When you see non-entertaining subjects of celebrities with absolutely no talent for anything what so ever being discussed like it’s matter of life and death on these social media platforms.. and #GlobalWarming not getting that attention maybe this world is truly coming to an end.,India,2019,March
First Time I Listion....  Take Baby Reasion of Global Warming.....  😳😳😳😳😳😳😳😳😳😳😳😳😳,India,2019,March
"After saying Global warming isn’t real &amp; defying science, Modiji now trolls History &amp; General Knowlege because he isn’t used to a woman in a position of power. Also, why he doesn’t do interviews. Our Trump has caused enough diplomatic damage with his pilot project Acche Din. 😋 https://t.co/vAXEzTVOYr",India,2019,March
"Save #water like you mean it.

 #SaveWater #Summer #Pune #GlobalWarming https://t.co/E6BBIx6kFo",India,2019,March
"Cant we humans do something bout hthe Climate changes, causes Global Warming  what are we here for?🙊🙉🙈From Discover on Google https://t.co/kQMgrxg1F5",India,2019,March
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/P1RnOn3OUn",India,2019,March
Working at Invert level below 4 Ft is a fun with challenge for us! #rainwater #groundwater #water #savewater #everydropcounts #SaveLife #GlobalGoals #NoWalking4Water #WaterCrisis #BeTheChange #globalwarming #rainwaterharvesting #SaveLife #WaterCrisis #saveearth #rain #energy https://t.co/mVGyex6e3q,India,2019,March
"@MahourLotfi @ianbremmer Yea but;
   When humans will be dead in big numbers beyond hundreds millions then global warming will be in control..

Better to live with warming than death. https://t.co/EyuUkOnYjF",India,2019,February
Is anyone thinking of global warming in India🤔,India,2019,February
"Global Warming and Climatic Change
.
A typical statement that I’ve seen used in the media is that the Himalayan glaciers will vanish by 2035, and that about 1.5 billion people will be… https://t.co/nBx7hIygGL",India,2019,February
"While most of us just talk about climate change &amp; global warming, Maharashtra Government is silently achieving world level milestone. Maharashtra Plantation Drive had a target of planting 50 Crore trees between 2017-19 out of which target of 2017-2018 has been achieved. https://t.co/Tq0T1tKTak",India,2019,February
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/yDp4tb0wv5",India,2019,February
"100 years of the Grand Canyon National Park via @NatGeo

#greatplacesonearth #travel #tourism #conservation #climatechange #GlobalWarming #USA

https://t.co/EKX7XDyCZd",India,2019,February
"@amalab @dilinialgama Er, that there’s a nip in the air in late Feb in Western Europe is evidence of global warming? Either you’ve become too used to the tropical ecosystem that is London or you’ve signed up with AOC’s lot. I think we should be told.",India,2019,February
"I very Exited about, Global Warming, Empower to Skill....  Lawfull.......  😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/EaxQL2QggH",India,2019,February
"@JasonSamfield Yes. It's going to more disastrous than global warming, at LEAs for some time.",India,2019,February
At Starting on Game Everyone Care About Global Warming.......  So Abortion is Better For Earth.....  Big Secrifise....  For World....  😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/JSOgkU9FCt,India,2019,February
so the uk is currently hot and Pakistan is cold? yeh ok global warming is real mate,India,2019,February
Once Again Global Warming.....  LB #SYS......  Opposition.........  Everything Go Opposite......  #Oppo.  😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/eS86VR1z3R,India,2019,February
"Fire fighters did amazing job. Grass fires in Feb! Let's hope Brexit knows their vehicles and most equipment comes from EU. Remember UK unable to make a passport#globalwarming#brexit

https://t.co/bwy4QTMwGm",India,2019,February
@ChannelNewsAsia Climate Change. More extreme weather conditions. Situation will become much worse in the future if no action taken against the global warming.,India,2019,February
That's global warming close to home https://t.co/bhE9v8HD2Q,India,2019,February
"Pakistan stayed calm on surgical and sabzikal strikes but responded to #Botanical strike which clearly suggests Pakistan fighting against global warming, not India, #Saynotowar. .@OyeAhsan",India,2019,February
".@CraigKellyMP you might benefit from further education on Australian climate drivers &amp; on climate change driven by global warming. Easy to arrange. A better solution than you censoriously harassing educational publishers, after all Dorothea was a poet not a climatologist #auspol https://t.co/6yCXNE3DlI",India,2019,February
The third pic. Human caused global warming that caused that. We did shit. https://t.co/JMrvg8Tj6R,India,2019,February
@SrBachchan Extremely depressed and broken at the loss of beautiful trees in #Balakot. Hindus don't understand the disasters of global warming.,India,2019,February
"@Vohra_Umang Yuval harari in his book on 21 lessons posts a very different scenario that AI will replace humans, global warming even a major issue than anytime we imagined",India,2019,February
Baby.....  Resion of Global Warming...... 😂😂😂😂😂😂😂😂 https://t.co/ohecSwTLXi,India,2019,February
"Turn around, open your eyes to reality and save your child’s future before it is too late. 
 #ClimateChangeIsReal #ClimateChange #GlobalWarming #SaveOurForests @deespeak https://t.co/Wt2ki2lPDH",India,2019,February
@SyedaMahinu @KaleechBaig Yes. Every Tree is so important specially during this Era of Global Warming.,India,2019,February
United nations should take prompt action to protect our trees from india which is atrocious act to increase global warming in Pakistan @UN #IndiaAgainstTreePlantation https://t.co/hO6fFTEMhq,India,2019,February
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/cjJnMuILXy",India,2019,February
"Be mild with nature, it is the reason behind your every step.
""Good morning"".
.
#agricultureArt #naturephotography #nature #GlobalWarming #life https://t.co/rAvPeu1DZH",India,2019,February
"scientists say burning of fossil fuels is causing floods,droughts,heatwaves n rising sea levels. DonaldTrump has often cast doubt on global warming n plans to pull out of Paris climate agreemnt which seeks to end fossilfuel era by shifting to energies such as wind/solar power.",India,2019,February
"Evidence for man-made global warming has reached a “gold standard” level of certainty, adding pressure for cuts in greenhouse gases to limit rising temperatures.“Humanity cannot afford to ignore such clear signals,” U.S.led team wrote in journal Nature Climate Change of satellite",India,2019,February
Donald trump : global warming doesn’t exist https://t.co/fANM1PcFos,India,2019,February
70% O2 coming from Oceans. Think about when ocean itself becomes breathless. #ClimateChange #Globalwarming #Weather https://t.co/VUduCqzzEa,India,2019,February
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/4rvbsMGFHf",India,2019,February
"Thought of the day.

#Thoughtoftheday.
#Greenwall #neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #zerowaste #globalwarming #icare #trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/TUn36PWaFd",India,2019,February
"Tackle global warming with hope, not fear writes one and only climate scientist and communicator @MichaelEMann https://t.co/tuSqH3EKr6",India,2019,February
@kpxrr Global warming is real 😞😞,India,2019,February
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/Wx3X3mEQiV",India,2019,February
"Thought of the day.
..
#Thoughtoftheday.
#Greenwall #neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #zerowaste #globalwarming #icare #trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/prxhi2Q1ps",India,2019,February
Wonderful to be part of “Ghars Campaign” for Tree Planting in partnership with @QuranicGarden &amp; @QNLib. Trees Planting help harness the power of nature that could play a major role in limiting carbon footprint &amp; #globalwarming under the #ParisAgreement @UNFCCC @UNEnvironment https://t.co/TmkKDQjWHI,India,2019,February
@ShawnRMoore1 @Digbylj Well if it’s that bad now then imagine how bad it will be in a “no tariff” deal with EU post Brexit? So we’ll import goods from thousands of miles away just because the tariff is better? Not great for global warming. There are bigger reasons we are in a pact with the EU.,India,2019,February
"Do you know.
....
#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/VVdYO7ORZy",India,2019,February
Saving Millions of litres of water at each Rainfall.   #rainwater #groundwater #water #savewater #everydropcounts #SaveLife #GlobalGoals #NoWalking4Water #WaterCrisis #BeTheChange #globalwarming #rainwaterharvesting #SaveLife #WaterCrisis #saveearth #rain https://t.co/id4LpWXHnf,India,2019,February
Global warming.... https://t.co/3FRuCc7fPn,India,2019,February
"Thought of the day.
..
#Thoughtoftheday.
#Greenwall #neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #zerowaste #globalwarming #icare #trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/gmNCFdhht9",India,2019,February
@RahulGandhi Fake news champ! Spin some other fake story for the weekend. Keep ur underdeveloped Neuron network busy. On the contrary you could at least join Greta Thunberg movement on global warming?,India,2019,February
@nowthisnews This is how the world ends. Not by global warming. (Though global warming is real),India,2019,February
"Teenage climate activist Greta Thunberg says goals to cut global warming are inadequate. @GretaThunberg 

The only way to build hope is through the earth and youth. @drvandanashiva with youth for climate. @NavdanyaInt @occupytheseed @SOL_association @SwarajAnna https://t.co/4ykpHF4OBL",India,2019,February
"Brexit pulls up the drawbridge global, warming flashes on amber. U.K. potentially faces extreme weather, shortages and feelings of being trapped on small inescapable island because we  are#globalwarming#brexit https://t.co/R3wiUn61WY",India,2019,February
"Mumbai Mayor Mr Mahadeshwar'd speech at traffic island inauguration today at Metro Mumbai 22fri 3.14pm

Highlighting global warming sewerage treatment pollution etc https://t.co/nNCrF0EqnS",India,2019,February
"@CNN Not volcano but when mischievous &amp; damaging human population grew more &amp; more, whole ecosystem will surely extinct including a gradual human extinction 🤷🏻‍♀️ #GlobalWarming &amp; # #ClimateChange has its evolution formulae &amp; result of it is #Extinction.",India,2019,February
"@TarekFatah This fellow is talking abt smoke.
How much smoke was generated in ww1,ww2, Vietnam war, Afgan war, nd Syria.
Let him find out which country supplied more bombs, which air Forcemore  contributed to global warming.
They r blaming 3rd world 4 all I'll, forget their roll.",India,2019,February
"Do you know.
....
#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/Gs5yOk8DeB",India,2019,February
"Thought of the day.
..
#Thoughtoftheday.
#Greenwall #neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #zerowaste #globalwarming #icare #trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/Xircd8Olxz",India,2019,February
"In Seol(S.Korea) Honorable P.M.has rightly said ""terrorism and global warming a real threat to human civilization"".Bravo.",India,2019,February
"Next show, next video and Global Warming... https://t.co/WFqUGD2auH",India,2019,February
"@negajohnson @AzurLane_EN She's so hot, like all the ice bergs are melting right now. Global warming for real !",India,2019,February
"Do you know.

#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/y3DKwSzAgC",India,2019,February
Technology definitely can be the biggest blessing to mankind. 👍🏻 #GlobalWarming #deforestation #Earth #inventions #drones https://t.co/bgSdOw59EL,India,2019,February
"Effects of Global Warming on Hill Stations
  For More Information Visit us-  https://t.co/vPUe0j3LW8 https://t.co/wnKVYSe0en",India,2019,February
"RIP Wally Broecker, scientific polymath who sounded early warning about global warming.
https://t.co/OWOFVTVsRG https://t.co/Of2l80WX76",India,2019,February
"I Was Born Cool, Global Warming Made Me Hot. https://t.co/sfPrz1OrwI",India,2019,February
"A #summer of #storms and #smog is coming..the new study reveals how even the more mundane aspects of weather are being affected by man-made damage
 Heat structure which is directly related to #globalwarming drive massive #weather system where most people live high in atmosphere https://t.co/rkWdzQr2mS",India,2019,February
"Wallace Broecker, the US climate scientist who helped popularise the term ""global warming"" has died in New York at the age of 87 (1931 to 2019)
RIP https://t.co/BY2gFgi0y5",India,2019,February
"Quiz for the day!
Who on Teacher's Day in 2014 said day climate change is a myth bcause it is actually human beings whose capacity 2 cope with heat and cold that had changed, rather than the environment and that Global Warming is just a state of mind? 😁

@RahulGandhi @nadeeminc",India,2019,February
The United States is only among 3 countries in the world that is not fighting global warming! The other being Syria and an African nation!,India,2019,February
"@mzeesiraj @magicalkenya True, we were flying over Kenyan air-space, when I took the photos, but I tweeted them from Somalia.
Nothing to do with citizenship, just the location, which varies based on my travels.
That was before this sickening air-pollution &amp; global-warming, will be hard to reverse it now.",India,2019,February
"I have no idea what Imran Khan just said in his speech, but India are already blaming it for global warming.",India,2019,February
Scientist Who Made ‘#GlobalWarming’ a Household Term in #ClimateChange Article Dies at 87 https://t.co/eWEVsIxuWR,India,2019,February
"Climate Change is a danger! It can vanish us totally! Did you feared ? NO : let’s bought some new items in plastic bags. World needs a new thought on Global Warming. It’s not about sea &amp; mountains, it’s about our lives that is controlled by market! @UNFCCC @UNEnvironment @g20org",India,2019,February
"Do you know.
....
#Greenwall #Neeri #Kumbh #SaveWaterSaveLife #Enviornment #Prayagraj #India #ZeroWaste #GlobalWarming #Icare #Trivia #namamigange #SwachBharat.
#KUMBHCHAPTER2019. https://t.co/5B9ZQIsuU4",India,2019,February
@_anushax_ I feel it’s the global warming ! America’s weather has been really bizarre since last year,India,2019,February
"@MMAlardhi On top of that, air pollution is a major contributor to global warming and In fact, the abundance of carbon dioxide in the air is one of the causes of the greenhouse effect",India,2019,February
"Thousands of tonnes of plastic is wasted creating Debit and Credit cards. #Forests are destroyed to print currency notes.
But nobody questions that. It's Hypocrisy.
Just ""#Bitcoin #Mining is Harmful"" bcz they know nothing about the technology. 
#globalwarming #banking #blockchain",India,2019,February
"When people say that Bitcoin mining is harmful for the environment and would eventually add to Global Warming, how are you gonna solve the paper consumption which the banks are doing? Banks continue to struggle for going paperless with their customers. #Bitcoin #GlobalWarming",India,2019,February
Protesting against global warming in cold weather.. She keenly followed Poland climate summit which had snow blizzards.. School kids brainwashed about global warming and being used as political tools https://t.co/hbVOnZtZUw,India,2019,February
"@RahulGandhi @amitabhk87 @AkbaruddinIndia @VikasSwarup @MEAIndia  From wild weather to huge ecosystem shifts, dramatic effects from global warming are already baked in – but by acting now we can prevent the worst. https://t.co/X82mZPdTi0",India,2019,February
He said to tell you guys that Global warming is real &amp; we must do better! #betterhumansbetterplanet @ Singapore https://t.co/mh94w79oi3,India,2019,February
Who said global warming is real threat to mankind not the muslims?,India,2019,February
"Wtf!? Why is it fucking cold again!? 

Fuck yeah GLOBAL WARMING bitches!!!! 🥳🥳🥳",India,2019,February
Flood to Flourish....Avoid disaster of floods by scientific Recharge. #flood #rainwater #groundwater #water #savewater #everydropcounts #GlobalGoals #WaterCrisis #BeTheChange #globalwarming #rainwaterharvesting #SaveLife #WaterCrisis #buildingconstruction #architecture #urbanplan https://t.co/InpoPu9LlY,India,2019,February
global warming is the real crisis. what a fucking joke https://t.co/FmMBXIiA6r,India,2019,February
@dtptraffic @Uppolice @uptrafficpolice seriously since last 30 mnts no Movement. Even u check the traffic light. Green and red light same time. Plz wakeup. No one is there. #globalwarming #petrolwaste #Traffic @PMOIndia @abpnewstv @ArvindKejriwal https://t.co/BxUJpdrl2i,India,2019,February
