content,place,year,month
@Morris_Monye What does this tell us about global warming?,africa,2021,February
"@BLE__SSING @Morris_Monye I thought global warming means drought, heat and dryness. 
Not these serious cold and snow.",africa,2021,February
"Its a matter of time.before snow starts falling all over africa..
Global warming is crazyyyyy",africa,2021,February
This one that that i woke up to cold like this 🥶 global warming is not nice rara i was complaining about warm water from the tap last night this mid night I sleepwalk to get duvet now i am sleeping hot cocoa 😩,africa,2021,February
It's about to rain in Abuja....in February...Global warming is real...we pray for a blessed season and bountiful harvest,africa,2021,February
@BayoAdedosu @wasiulivapool Global warming bro.... Texas is the south... That's getting a lot of snow,africa,2021,February
"@POTUS With the huge transformation agenda  on global warming and its effects which the former regime didn't agree to, and impacts of Covid19 19 actually requires proper planning. However, this calls for collaboration with the citizens in achiving this.",africa,2021,February
"It was 23 degrees today in Tel Aviv. Mid February summer time. 
The bad thing is that it happens because of global warming. 
The good thing is that I could play beach volleyball as you can see 🏐☀️ https://t.co/uRxtGiWmSI",africa,2021,February
"Nigeria signed the #ParisAgreement in 2016 and ratified it in 2017.
 
This means that Nigeria, along with Sweden and 187 other countries (to date), is committed to limit carbon emissions to mitigate global warming and environmental degradation. #COP26 #ClimateAction #Nigeria https://t.co/kt1hSKw95O",africa,2021,February
Global warming ! Me just can't stand it,africa,2021,February
Global Warming. This is not really good.💔 https://t.co/rzXUOup7d5,africa,2021,February
@AreyouOkAnnieee Global warming &gt;&gt;,africa,2021,February
"that we face dealing with a pandemic, dealing with global warming. And again, standing up for democracy and human rights around the world"" - US President Joe Biden. Catch up with the full analysis 👇🏻
https://t.co/yw4ujJfMDL

https://t.co/nHWMLUVdV3",africa,2021,February
@pajobedgar1 Global warming,africa,2021,February
"@elonmusk @elonmusk As we all know, the world is suffering from Global Warming and other environmental issues due to carbon emissions in the atmosphere. Most of the Carbon Dioxide is absorbed by the oceans, but the rest is tampering the weather conditions, climate, temperature and more.",africa,2021,January
"The Challenge
The science is clear: countries have a short window of time to take the urgent action necessary to limit average global temperature rise to a safer 1.5 °C. Global warming is already causing long-lasting changes to our climate system,",africa,2021,January
Boko Haram. Insecurities. Global warming. Put all these together and you’ll know why herders are moving south. I.e the legitimate herders not the herders that “leave their cattle” in the bush to come to the road to kidnap.,africa,2021,January
"@CEJADKenya @LitterFreeKenya @bella_ogutu @LugandaDavid @ByondPesticides @BanPlasticsNow @AlexandriaV2005 @toxicslink @NLinKenya @ToxicsFree @AfricaCollect @ChemandWaste This is excessively toxic, it not only excerbates global warming but also a health risk.",africa,2021,January
"@GOPChairwoman, @SenTedCruz 

Give us your @GOP plan for combating climate change and global warming and the challenges they have brought fourth with the opportunities they have presented.

Yes, I'll wait... Because last I check, y'all got no plan. At ALL!",africa,2021,January
"@Fortis_OWO They will blame COVID-19, Climate Change and Global warming before they agree that an English manager is glamorously failing at his Job",africa,2021,January
Nigeria Goes Green in collaboration LASPARK commemorated the 60 birtday of Dr ALIKO DANGOTE by planting 60 trees and we want to do same for you to commmemorate you birthday by contributing to the reversal effect of global warming @alakijaofficial https://t.co/A2FAg1VF3N,africa,2021,January
"Harmattan is back today. Today ó.

Bro, global warming is faster than I thought sef. Everything is haywire.",africa,2021,January
"Apart from global warming, soil erosion and car accident. Which other problem is preventing you from getting married?",africa,2021,January
"@ClimateEnvoy Thank God America is back to lead the world in climates Action, Nigeria Goes Green is also in the business of mitigating climate change by creating awareness for tree planting as an antodote to mitigate global warming https://t.co/W2cqGvFvxO",africa,2021,January
I wish global warming ment everyone on Earth hugging each other tightly until our friction releases sufficient heat. That would be nice.☺️,africa,2021,January
@Serwaa_Amihere Global warming in full effect,africa,2021,January
Global warming i can understand like Kisumu being cold like Nairobi etc but jogoo kuwika saa hizi usiku never! https://t.co/w39HEh9903,africa,2021,January
"Look closely there some yellow dots on Tunisia too, this a heat map of global political violence &amp; armed protest from 2020x. I predict 2021 will be hotter.  I call this political global warming, because simply put, the world is seriously pissed. https://t.co/csuNLvS2iu",africa,2021,January
"Our energy hero today is Segun Oyeyiola, who added a solar &amp; wind system to his VW Beetle in order to reduce the CO2 emissions in our atmosphere which cause climate change &amp; global warming.#MCM #HEAPE https://t.co/eQF60ZbGlf",africa,2021,January
@FrontiersIn @FrontSustain About 'Global warming' we need to understand the sun's journey around it's parent star 👉whatever it circulates in order to know why other life's before us got decimated. We can harvest the algae to boost food production.,africa,2021,January
"@machkaya Same, is this the global warming they talk about because eh!",africa,2021,January
Global warming https://t.co/7k4GllsV2W,africa,2021,January
"Faithful ecologists almost swear by declaring that global warming does not exist.
Retention in the minds https://t.co/mzsAs4R1Ph",africa,2021,January
@Nasir1on1 Is not global warming is weather variation Geographically 😉,africa,2021,January
They're shouting Global warming Global warming. We think say na for oyibo land only abi? https://t.co/24GumRn47d,africa,2021,January
"Global warming is real, the southern and the northern pole are getting heated. The algae, krills,  penguins, whales and many other species are loosing their population to this effect.",africa,2021,January
Port Harcourt is experiencing global warming...,africa,2021,January
"Today you will resolve to be nicer. Healthier. Thinner. Younger. Resolve to cure cancer, establish a divided-yet-peaceful Jerusalem, and reverse global warming. Vow to defeat death itself in 2021 and then sit astride an enormous golden tiger as the people come and pay tribute to",africa,2021,January
@Citi973 This is very bad ..... I mean why should you wasting your productive time on these politicians.... Also if you want to protest do it nicely these burning of tires contaminated the atmosphere and leads to global warming 😌😌,africa,2020,December
"It's probably too late to do anything about global warming and we should all expect to some day watch the world burn but its okay. All good shows come to a conclusion, like Game of Thrones, Breaking Bad or The Office.",africa,2020,December
This global warming must touch me too💥♥️😎🙌💯🍻👌e di sharp my brother @mofavepixels https://t.co/tvxCyDFZVV,africa,2020,December
"It's Time for us HUMANS To RETHINK!!!

Share your Thoughts!
@cnnclimate

#eco #earth #warriors #kenya #mother #nature #green #environment #plant #trees #sustainable #tomorrow #climatechange #globalwarming #pollution #drought #poverty #natural #climateaction https://t.co/I2uB9FyY40",africa,2020,December
"It's evident that because of human bad habits and the increase in population, we have started pumping out resources at a rate much higher than these resources can be re-generated. This as make our environment to start degrading and we can also see it result in global warming. https://t.co/HRcJ8kFExf",africa,2020,December
"virtue of its extreme nature has gone a long way to adversely impact negatively on the welfare &amp; livelihood of a majority of the world's citizens. Today, global warming, environmental and ecological downturns, natural disasters, violation of fundamental human rights, terrorism",africa,2020,December
"The new fleet of Ground Handling Equipment which were manufactured by Charlatte Manutention, a worldwide number one equipment manufacturer based in France are fully electric, making them very eco-friendly as the world continue to battle global warming. (2)",africa,2020,November
Y'all talking about global warming. The sun is just having a midlife crisis.,africa,2020,November
"The rate at which riots are working up to its rise in Uganda 🤔🤔🤔🤔🤔 you will think that they copied it from global warming effect.

But hey look😳😳😳😳😳
Nothing is talked about climate change or assets protection to preserve the economy, but only politics and always politik",africa,2020,November
"I’ve learned that I can combine my passions and thoughts in an outspoken way. I’m thinking of all the demonstrations that used our sculptures in public arenas to get other voices heard. 
We have to start insisting to include actions that help combat global warming as well.",africa,2020,November
Let's assume the snow on that mountain on the Kenya-Uganda Border was called El when it was first discovered. Global warming has done a number on El and its shrank. This is the reason inaitwa Mt. El Gone,africa,2020,November
"I’m often asked whether,I believe in global warming.I now just reply with the question:
Do you believe in gravity?
@neiltyson 
#climatechange #environment",africa,2020,November
Remember that life is about making positive impact everywhere you go! #cowork #fintech #tech #artsandculture #nigerianartsandcrafts #globalwarming -#recycling #recyclingart @ Lekki Phase 1. https://t.co/xuIyjb8rEl,africa,2020,November
Remember that life is about making positive impact everywhere you go! #cowork #fintech #tech #artsandculture #nigerianartsandcrafts #globalwarming -#recycling #recyclingart @ Lekki Phase 1. https://t.co/pQRtN9PZXb,africa,2020,November
Global warming is showing its head today. Flexing with that sunshine.,africa,2020,November
My favorite climate change visual animation by @anttilip . It shows temperature change by country in years 1880–2019. The message is clear: #GlobalWarming is real and happening now. https://t.co/SSDFBckBvQ,africa,2020,November
"A country that can't boast of steady power supply launches assembling of an EV. The irony 😂😂😭😭😭

So Hyundai will power charging points with generators right? Which ultimately defeats the point of having an EV in the first place. To cut down on global warming... 😐😓😔 https://t.co/BeNzM9bfV2",africa,2020,November
"Which would you rather?

Did you know all energy sources have some impact on our environment?

#ecofriendly #environmentalimpact #energyansenvironment #RenewableEnergy  #globalwarming https://t.co/IHCVK2OqLv",africa,2020,November
@yankuba450 @BBCAfrica So sad. Its time our continent face up to the reality of global warming and its devastating effect on poor communities. African gov'ts must also put in proper response mechanisms to tackle such disasters.,africa,2020,November
Global warming.... https://t.co/Hv9bO2wgWr,africa,2020,November
"I think it’s time we took global warming seriously in Nigeria, cause the heat these days is alarming 😭",africa,2020,November
"https://t.co/YWtjgJgvmT
A new poem for your enjoyment. @elonmusk @NASA @esaspaceflight @esa @UNEP #SpacePoetry #MoonLovers #Mars #GlobalWarming",africa,2020,October
@ObidiTeena They are declining renewal or extension of any policy from them due to a new coal factory they are setting in Australia amidst the risk of global warming in the country,africa,2020,October
@Chicasa It sure is but my global warming senses are tingling 😩,africa,2020,October
"@Jonathan_MBanks ..and we can sue for World Peace after that, and the relief of poverty and hunger and disease (particularly appropriate just now) and slowing (nay cessation!) of global warming. Are you THAT dim..?",africa,2020,October
@richardbranson @JohnKerry @oceanunite Trumps says global warming is #FakeNews .,africa,2020,October
"The saddest snorkeling I ever have 
Global warming is hitting our Coral reefs 💔  #red_sea https://t.co/pWTQ9ahmka",africa,2020,October
What are the possible solutions for the Global warming crisis? https://t.co/dTNQ8yqWfk,africa,2020,October
What are the effects of Global warming? https://t.co/qx1cobrCMR,africa,2020,October
"@ClimateWed While Global warming is a global problem, it has not been seen as such. People know the impact of climate change but many believe it is God's decision. They are ignorant that it was caused by us. Until a global realisation happens, nothing we do will address the situation.",africa,2020,October
@ClimateWed Global warming will leave the world in food crisis. There may be outbreak of alien diseases and there will surely be loss of biodiversity.,africa,2020,October
@ClimateWed Global warming is affecting the world in numerous ways. Our planet is hotter and there is increased desertification which threatens food system. Animals are forced to migrate to cooler parts due to heat stress and this causes loss of biodiversity.,africa,2020,October
Global warming be stressing me all day 😫😫,africa,2020,October
"@HOBMakanju @CitizenPeper @LNCtoday @HenshawKate @AishaYesufu @The_Seeker76 @CACCOT1 @RBiakpara @paiximania @ladyoutshine @zinadabo1 @NMurele @HOAction @wahleyworldchan @jidesalu Oga sir please look at all the protests in the world we are no different, the global warming was hijacked by climate change, the black lives matter hijacked by all live matters.
The anti nuclear protest by animals rights,this is the nature of Man, we should learn to figure it out",africa,2020,October
"Gave global warming reports when asked what plans he had for the youths, watching silently as governors use dishonest means, destroy innocent lives and properties to mute UNARMED protesters so  they can keep filling their pockets with our blood and sweat??? Pathetic!!!",africa,2020,October
Global warming is real... https://t.co/AWBNDWAtaS,africa,2020,October
The corona virus is rocking the world; I am afraid it may result in lasting economy effects in the globe. As a result of the disease and others global warming effects the wealthiest nations may opt to recognize the relatively risk free Africa,africa,2020,October
"@Hessian_Mohd Heat strokes in Svalbard is not meaningless if you believe in global warming.
(Grabs popcorn) let's watch the ""error"" faces progressives have to deny this just cause and your right acquiring the commission",africa,2020,October
"Limiting Global Warming to 1.5°C requires 85% of Fossil fuel reserves to stay in the ground; transition to 💯 Renewable Energy is inevitable!

In #ResponsibleConsumption&amp;Production #SDG12:
➡️Waste to energy
➡️Food security
➡️Domestic biogas
 #WhatHasChanged?
@PACJA1 @CSDevNet1 https://t.co/xSyT9oqkv5",africa,2020,October
"@eduzmi The slow economy, corruption and global warming",africa,2020,October
"Sir David Attenborough , the man explains the global decline due to human destruction! Global warming being accelerated and all because of greediness of humans and little concern for the balance of ecosystems on the planet. I hope we can pay more attention to climate issues https://t.co/ur7GWPDnRB",africa,2020,October
"Good evening moderator @seunny2020, good evening everyone. 
My name is Jacinta Egba @jacynang_ 
State project Coordinator, Global Warming Shield Foundation. CRS Chapter. 
Thanks for having m",africa,2020,October
New Study Reveals Global Warming Is Affecting Night-Time Temperatures Differently - ScienceAlert https://t.co/Ncg3gvZK8A via @GoogleNews,africa,2020,October
"Please focus more on the #EndSARS and global warming campaign, which are more pressing issues than football discourses. You are enjoying in the palatial residences your office avails you. You have experienced nothing close to what the common man experiences! https://t.co/JJRb0I8N4u",africa,2020,October
@MkuriaPundit @WehliyeMohamed When you said dwarf you were talking about global warming? No brains.,africa,2020,October
@ChifeDr My village suffering under the influence of global warming. Chai.,africa,2020,October
"Plant extinction is expected to dramatically increase due to animal agriculture and global warming. 

The distribution and range of plants worldwide is changing immensely due to the rising temperatures. 

#WhatHaschanged? #LeadOnClimate #FightClimateInjustice #coalfreenigeria",africa,2020,September
"Ozone ti crash. Global warming ti boil everyship. God punish devil. 
I'm glad it is over!",africa,2020,September
Global warming and climate change is real https://t.co/k8X8cloCEb,africa,2020,September
"Other than novel corona virus, global warming,potential dissolution of parliament by Maraga,high teenage pregnancies and soil erosion,why are you single in this weather? https://t.co/uwvsXJFGIc",africa,2020,September
"@justicetime @SenSanders IN GOD WE TRUST -inscribed in ua currency dollars, Which God??? Americans from de word go,""U r friying yourselves in a deadly steel pan.Pause en look back,where De rain,Cyclone, Bushfires, Covid, en man made global warming Started. U R https://t.co/a1cAD4Rrle God.",africa,2020,September
About 40% of all fruit and vegetables produced annually go waste. This is not just an economic disincentive to farmer and rural economies but also a waste of natural resources and consequently a contribution to global warming through the decomposition of these foods. https://t.co/0K7l8bMQDv,africa,2020,September
@ddofinternet And people still call global warming a hoax. Let’s hope this earth survives the next couple of centuries.,africa,2020,September
"The product, ethanol, is one of safe energy sources the world is turning to as a measure of preventing global warming. It would be converting cassava to ethanol, thus empowering thousands of persons in the chain of planting, harvesting,transporting &amp; processing cassava to ethanol",africa,2020,September
"Inter Stellar is one hello of a movie. 
Global warming encapsulated in it without even mentioning the term.",africa,2020,September
"Someone said

Covid-19 is a thriller of the “global pandemic” to come soon called “global warming”.

And that hit me🤦🏽‍♂️Subhanallahi",africa,2020,September
"Floods like this are caused by the rise of temperature (Global warming) that affects normal evaporation, condensation&amp;precipitation of water bodies. The sea level is rising!
Save the Earth!
How well do we understand Climate Change? How are we living Sustainably?
#WhatHasChanged? https://t.co/UHTfuNlejp",africa,2020,September
"A Report on the Emissions Gap published by the @UN, global greenhouse gas emissions must be reduced by 7.6% per annum between 2020 and 2030 to reach the target of the Paris Agreement to limit global warming to 1.5 °C or 2.7% per annum to limit it to 2 °C.
#WhatHasChanged? https://t.co/NX2XbVG2pi",africa,2020,September
@LeoIgwe If only they knew of global warming 🤦🏼‍♀️,africa,2020,September
"@lydianabakooza @SmlpOfficial @nbstv Your geophysicist is just repeating what the Europeans say
Uganda had nothing to do with global warming sadly Ugandan activities have nothing do do with global warming responsible for the current floods and fires across the world
Your physicist doesn't tell us who is responsible",africa,2020,September
"Tucker Carlson openly opposed the “hockey stick” research on global warming by scientist Michael Mann. He, just like any climate change denier smiles his way to the bank by opposing science. Wearing a necktie doesn’t necessarily make you ‘smart’ now does it? https://t.co/KJzHMme8Ze",africa,2020,September
"#GlobalWarming is real 
#COVID19 is real
#BlackLivesMatter cause #racism is the other pandemic we’ve been facing since forever..

America, the least you can do is vote for the right person who’d try to fix what #Trump broke/ruined
#VoteBlueToEndThisNightmare
#VoteForBidenHarris https://t.co/9CnmxY9BvH",africa,2020,September
"Humans, listen to science! Our reality has become a dystopian movie cause of climate change &amp; idiotic/irresponsible/selfish/irreversible decisions &amp; actions!
If you think that the second 2020 is over, things will get better you’re delusional &amp; in denial
#GlobalWarming #wildfires https://t.co/erq4KpK4id",africa,2020,September
@NfortungElisa I’m with you but global warming my love. 🤣,africa,2020,September
@JacobKumenda @lizwathuti @ledamalekina @LicypriyaK 😳😳 really? Global warming,africa,2020,September
"But lemme ask, with this cold, and the change in weather patterns, is it global warming or global cooling?",africa,2020,September
"To the people who don’t believe in global warming, I ask you, DO YOU ENJOY HOW HOT IT CURRENTLY IS OUTSIDE? Wouldn’t you prefer to not MELT?",africa,2020,September
Global warming seems permanent 😂😂😂 see July is still in September 😩😩 https://t.co/zXCDEtQXUD,africa,2020,September
"Luxury fabrics for your Luxury lifestyle very affordable
:
:
:
:
:
:
:
:
:
:
:.......::::::::::
#lagos#globalwarming #nigeria #tundeednut #school #flightattendant #airplane #nerdlife 
#lekki #bigbrother @ Lekki… https://t.co/K13f3M4EFm",africa,2020,September
Let’s see if dumbass Trump is gonna have his smarts as quips about global warming. https://t.co/70mivU40BV,africa,2020,September
Okay lets hope they have some good news of some part being inhabitable coz wee this planet is getting overcrowded daily and that also contributes alot to global warming https://t.co/7WNpEoN7ea,africa,2020,September
"Did you know air pollution reduces crop yields, forest health &amp; biodiversity? 
#ClimateAction. 
What can you do to #ClearTheAir? 
🌳 Plant trees 
🥦 Avoid bush burning and things that causes global warming 
#WorldCleanAirDay",africa,2020,September
"What's really happening guys?are these the effects of the melting icelands that is slowing increasing the water levels world wide leading to greater downpours , flooding rivers , swelling lakes ?all in all global warming is real .we should heed to conservation measures and pleas https://t.co/Mi7FGgJpTS",africa,2020,September
"Seriously?
You say don't believe in #globalwarming? @ Kibbutz Afikim, Hazafon, Israel https://t.co/MryWUTI4e6",africa,2020,September
"Since #covid_19 started,  everyone forgot about #globalwarming &amp; #ClimateChange",africa,2020,September
"@overrideveloper On God, I want to do terrible things to this woman while she yells at me about global warming and the minimum wage.",africa,2020,September
Your queen can't contribute to discussions on Global Warming. I'm sure you can't either. Tragic,africa,2020,September
There was warning in the news lately encouraging the evacuation of those living close to the banks of the Niger and benue river... Global warming is as real as hell! https://t.co/0WjXhHHAja,africa,2020,August
@ntvkenya Global warming and deforestation.....,africa,2020,August
"I strongly believe #EDUCATION is an essential element of the global response to climate change. It helps people understand and address the impact of global warming, increases “climate literacy” among young people and encourages changes in our attitudes and behavior 
@UNFCCC",africa,2020,August
"Tucker says china caused global warming
https://t.co/3VOzQOAA0H",africa,2020,August
The mother nature of Uganda's 🇺🇬 beautiful scenery as called by our generals in the late 90's as the pearl of Africa has seen a tremendous change by our current leaders in a form of corruption to end the green land of uganda into a Global warming pandemic #SaveBugomaForest,africa,2020,August
This is so sad . Anyone behind this doesn't understand the meaning of environmental conservation and global warming . I pray that God who gives and takes doesn't allow this evil acts . https://t.co/V9tgk7KTG1,africa,2020,August
"@BSsemwanga @KiraggaAbdul @CanaryMugume Destruction of forests will be humankind's undoing
In science we put things in their true perspective or else we come up with a wrong prescription
Floods are a due to global warming due to carbon dioxide released in tons by mainly China USA India and Europe",africa,2020,August
"Biggest scams of our times 

1. Global warming

2. COVID - 19

3. Iraq War on WMDs

4. Libya Civil War",africa,2020,August
"@KiraggaAbdul @CanaryMugume I don't know which natural disasters you are referring to floods that's a global phenomenon due to global warming, a consequence of carbon dioxide from industrialized countries",africa,2020,August
This virus non sense has to stop. It’s not going anywhere. We’re not magically getting a vaccine anytime soon. You got your bullshit quarantine. Go back to bitching about global warming. I’m sure Greta has some new updates for you!,africa,2020,August
"Through initiatives such as AGBELOBALOKO 3.0 introduced by Oxford Group Africa, we can increase the percentage contribution of agriculture to Nigeria’s GDP, reduce unemployment and combat global warming while you enjoy bountiful ROI. 

Let’s build a less oil-dependent economy💪🏽💯",africa,2020,August
"Green power up
Global share of wind and solar energy has doubled since 2015 and made up 10% of electricity so far in 2020.  While the world driving closer to climate goals to limit the worst effects of global warming, Nigeria moving towards #Fossilfuels

@The_Seeker76 @Dann_10",africa,2020,August
@georgeknowstodo @HectorBellerin @onetreeplanted There charities that deal with human problems but everyone is ignoring global warming,africa,2020,August
"@CocaCola @PepsiCo, The world is on track for a dangerous 2°C+ global warming since the Industrial Revolution, yet corporate lobbying groups have been blocking science-based climate laws for 25 years! Stop ignoring us; the time is NOW!

#LobbyforClimate #ChangetheChamber",africa,2020,July
Global warming. https://t.co/DsJm516LED,africa,2020,July
"We dealing with a deadly pandemic, a stupid and corrupt government, global warming, genocides, so many grave issues but no it's the war on women or the war on men (which to me is self defense), that's your concern? If you have nothing to say tweet about BBNaija, u witless beings",africa,2020,July
"#Agroforestry practices improves soil health and increases farm yields. Conserves water, limits pesticide use, sequesters carbon to fight global warming. We use #Gliricidiasepium to improve degraded soils and for it's other multiple uses.
#Climatestrike #kenya #Agriculture #Soil https://t.co/LXZljMXRdm",africa,2020,July
Global warming 🌍 https://t.co/p3xLoT6M0f,africa,2020,July
Global warming https://t.co/rl2L3kG1MD,africa,2020,July
Global Warming... https://t.co/vZUCDrXFJ2,africa,2020,July
Is global warming a joke to you https://t.co/ck2zkXidwq,africa,2020,July
@Jeanwandimi Leather is not coming back. Global warming is real.,africa,2020,July
"We would not fix one problem and create another. So #POISimpleAgenda will discourage greenhouse gases and global warming by ensuring that compact fluorescent light bulbs are used, and bulbs are turned off when not in use.",africa,2020,July
"We would not fix one problem and create another. So #POISimpleAgenda will discourage greenhouse gases and global warming by ensuring that compact fluorescent light bulbs are used, and bulbs are turned off when not in use. VOTE @PastorIzeIyamu",africa,2020,July
Sadio Mane may have to single handedly reduce global warming to win an individual award in England,africa,2020,July
Vegans are causing global warming by eating up plants,africa,2020,July
"...dry weathers. When these burnings are not contained, wayward cinders could lead to a fire that could raze homes and buildings.
4. GLOBAL WARMING: On a larger scale, greenhouse gases such as carbon dioxide are released into the atmosphere through burning.",africa,2020,July
"@eet_foundation @UNDP @RichardMunang @ManalBidar @aliyusadiq_gky @Greenaxisng @adebotes @ClimateWed @adesuwagreen @MumbaMusondam @Twincycler Tree/forest cover reduction has long been known to release carbon dioxide, contributing to global warming. It also has direct impacts on rainfall and temperature. Increase in temperature increases the evaporation and thus the humidity in the atmosphere increases.",africa,2020,July
@paseda_ World peace or fix the global warming problem,africa,2020,July
@JMweri Yessir global warming is real,africa,2020,July
@Kianangih Don't take it as healing. Nature gives back what it gets from us. As a result of global warming there are places in this world battling issues to deal with flooding which they didn't have before. There are small glaciers that have melted. Antarctica has had a significant..,africa,2020,July
"@Kianangih This can be attributed to one main reason.

Most of the world shut down for a period thanks to Covid-19. Greenhouse gas emissions from last year has been relatively lower than other years. This has slowed down some of the Global Warming effects.",africa,2020,July
@Kianangih The coldest months in Kenya are June and July. June was relatively warmer than it normally is. Also temperatures don't rise abruptly. They rise marginally over years. The adverse effects of global warming will not be felt by us but by the generations to come.,africa,2020,July
@Kianangih Global Warming is not a lie. I have time. Bring those questions.,africa,2020,July
InterStellar is among the greatest movies in the history of Hollywood. Science fiction and global warming encapsulated in one movie.,africa,2020,July
@Gidi_Traffic Wow global warming is real,africa,2020,July
Tweet: “Did you know that over 90% of climate scientists think global warming will be so severe by 2038 or so that we'll hit temperatures shown to be hot enough to wreck the basic crops humanity relies upon for… https://t.co/WEz1laVZa4,africa,2020,July
More trees 🍃 less global warming 💪 https://t.co/8Dm4aF0pZj,africa,2020,July
Tropics account for 70% of the world carbon. That means it is the most important climatic region that absorb the greenhouse emissions contributing to global warming. Let’s protect the tropical climate from destruction as the world mark the day of the tropics.,africa,2020,June
Global warming Effects top photo was taken 2019 and Bbelow 2020. The beach has moved #GlobalWarming #savetheplanet @BillGates @GillsaInt @elonmusk @NASAEarth @bbcswahili https://t.co/DPkXKQjvPc,africa,2020,June
This tweet is vetted and approved by global warming. https://t.co/3eate9WOKt,africa,2020,June
Arsenal be contributing to global warming lowkey😂 https://t.co/XwTsXHRt4r,africa,2020,June
They are literally happy about global warming destroying the earth! https://t.co/I9r0AFMREn,africa,2020,June
"@aishajallo Imagine 4 days on gen, they are just encouraging global warming...",africa,2020,June
Global warming in game 5 https://t.co/JC3oMs4VYv,africa,2020,June
Global warming is upon us then 😂😂 https://t.co/RdcsYUcZmj,africa,2020,June
We better prepare for global warming then. https://t.co/nyqOFcKYXr,africa,2020,June
"Guess, this earth will be stuck with Global Warming then. #Arsenal https://t.co/Z8rFDph3F6",africa,2020,June
"2.
This make me thinking deeply that the innocent plants and animals dying due to drought as a result of global warming which is caused by our actions. I think we are not just to the other livings.",africa,2020,June
"The Ozone Layer has been under constant threat from the day man first discovered fire 🔥 
#Olaoluwaadamu #shotoniphone #fire #smoke #globalwarming #ozonelayer #documentaryphotography #everydayafrica @ Osapa London… https://t.co/t02ucQKxVi",africa,2020,June
"The Ozone Layer has been under constant threat from the day man first discovered fire 🔥
 
#Olaoluwaadamu #shotoniphone #fire #smoke #globalwarming #ozonelayer #documentaryphotography #everydayafrica @ Lagos, Nigeria https://t.co/f96Zrrjlu8",africa,2020,June
"Renewable energy isn’t entirely renewable at the end... wrecks the same havoc we’re hoping to solve. Look closely, do a bit more research and you’ll know. #ClimateChange #GlobalWarming #GreenHouse",africa,2020,June
"@__danfaari Atoh? They'll claim afforestation, global warming etc buh it's baseless at this period of genocide.",africa,2020,June
"DID YOU KNOW: Producing &amp; consuming oil &amp; products affect environments in many ways.It is a major cause of global warming because burning fuel releases carbon dioxide &amp; causing greenhouse effect. Drilling damages environment because chemicals are used to separate oil from water",africa,2020,June
"Okay, why is it soo cold Buana.  I'm starting to doubt global warming .",africa,2020,June
"“When Enough People Care About Autism Or Diabetes Or Global Warming, It Helps Everyone, Even If Only A Tiny Fraction Actively Participate.” - Seth Godin

#Autism
#KlicksAfrica 
#AutismAwareness💞🌟
#NaakaBeauty
#MyJourneyWithAutism
#BlaqsheepMultimediaGroup https://t.co/EkGjlKJYg9",africa,2020,June
"Keep the focus..... This is how it is now at the mountain. I saw yesterday nikipita (Picture taken 2014 June, from gallery.) It has never been like this for a while, global warming had washed away the snow. It is back now. Yearn to reach here this year. https://t.co/ujqtblNb4O",africa,2020,June
@kofii_ii Check his global warming tweets,africa,2020,June
"The oceans play a vital part in regulating our climate and acting as a buffer against global warming.
Here is how I choose to celebrate 
#WorldOceansDay by jumping up like The Ocean is Hot 🥵 🔥🔥🔥🔥 Global Warming / Pollution is real People.
@WorldOceansDay 
#ProtectOurHome https://t.co/nTClygCweH",africa,2020,June
"DID YOU KNOW?
.
Here are some random facts you never knew!
.
#Aladumo #Wealthofeducation #aladumohomeschool #didyouknow #facts #nigeria #GlobalWarming https://t.co/bcIefd5p6H",africa,2020,June
"Did you know that Oceans absorb about 30% of carbon dioxide produced by humans, buffering the impacts of global warming? This is one of the multiple reasons why we should celebrate #WorldOceansDay. https://t.co/gKE4JP5usY",africa,2020,June
We are the cause of climate change .  Deforestation at alarming rates. Global warming and climate change are the results. #CleanCookingVAT,africa,2020,June
"Looks like Global warming is only concentrated on some select villages
#KomeshaCorona",africa,2020,June
"The day involves raising awareness on emerging environmental issues from marine pollution, human overpopulation, global warming, sustainable consumption and wildlife crime.",africa,2020,June
Global warming. https://t.co/yj3rkTxvrk,africa,2020,June
Facts check global warming is caused by capitalism=men,africa,2020,May
Global warming or climate change are the view point of western pagans. What causes it our hands are dirty we must    change to the right path or face the full weight of Allah punishment.,africa,2020,May
Some blacks ain't tweeting about #BlackLivesMatter  . My dia it's like saying global warming doesn't matter because it's cold where you are.,africa,2020,May
Ehm Helloooo...Global warming ? World peace??  Recycling as a method of environmental conservation? https://t.co/Hm9X5DdsQy,africa,2020,May
"@UNFCCC @GlobalLF @CIFOR #ClimateChange is real and there’s dire need for urgent action
 
#COVID19 has proved that the world is a global village and the problems regarding global warming, climate change and environmental degradation lie within us and so do the solutions
#ClimateStrike #GLFBonn2020",africa,2020,May
"#kiribati an #islandparadise in danger of drowning due to #globalwarming

Click link in bio for more detail

#Delusionalbubble #Delusionalbubblecom #Traveling
#underrated #europe #beach #middle_east
#asia #africa #americas #oceania #kiribati🇰🇮 #kiribatitourism #kiribati4travelers https://t.co/P0J8j35ihl",africa,2020,May
She’s the reason why CO2 levels are rising but she be hiding it cause she’s afraid they’ll lock her up for global warming,africa,2020,May
@bismarckerisah Global warming resumes,africa,2020,May
